,geneamps_ENSG00000133627_ACTR3B,geneamps_ENSG00000011426_ANLN,geneamps_ENSG00000107262_BAG1,geneamps_ENSG00000171791_BCL2,geneamps_ENSG00000089685_BIRC5,geneamps_ENSG00000106605_BLVRA,geneamps_ENSG00000134057_CCNB1,geneamps_ENSG00000105173_CCNE1,geneamps_ENSG00000117399_CDC20,geneamps_ENSG00000094804_CDC6,geneamps_ENSG00000062038_CDH3,geneamps_ENSG00000117724_CENPF,geneamps_ENSG00000138180_CEP55,geneamps_ENSG00000171604_CXXC5,geneamps_ENSG00000146648_EGFR,geneamps_ENSG00000141736_ERBB2,geneamps_ENSG00000091831_ESR1,geneamps_ENSG00000174371_EXO1,geneamps_ENSG00000160867_FGFR4,geneamps_ENSG00000129514_FOXA1,geneamps_ENSG00000054598_FOXC1,geneamps_ENSG00000173890_GPR160,geneamps_ENSG00000141738_GRB7,geneamps_ENSG00000142945_KIF2C,geneamps_ENSG00000186847_KRT14,geneamps_ENSG00000128422_KRT17,geneamps_ENSG00000186081_KRT5,geneamps_ENSG00000186868_MAPT,geneamps_ENSG00000135679_MDM2,geneamps_ENSG00000165304_MELK,geneamps_ENSG00000261857_MIA,geneamps_ENSG00000148773_MKI67,geneamps_ENSG00000115648_MLPH,geneamps_ENSG00000099953_MMP11,geneamps_ENSG00000101057_MYBL2,geneamps_ENSG00000136997_MYC,geneamps_ENSG00000171428_NAT1,geneamps_ENSG00000080986_NDC80,geneamps_ENSG00000143228_NUF2,geneamps_ENSG00000091651_ORC6,geneamps_ENSG00000082175_PGR,geneamps_ENSG00000092621_PHGDH,geneamps_ENSG00000164611_PTTG1,geneamps_ENSG00000171848_RRM2,geneamps_ENSG00000104332_SFRP1,geneamps_ENSG00000141424_SLC39A6,geneamps_ENSG00000151715_TMEM45B,geneamps_ENSG00000176890_TYMS,geneamps_ENSG00000175063_UBE2C,geneamps_ENSG00000077152_UBE2T
TCGA-A2-A3XX,5.0,6.0,3.0,6.0,5.0,4.0,3.0,7.0,4.0,5.0,6.0,11.0,5.0,3.0,5.0,5.0,5.0,11.0,3.0,3.0,6.0,3.0,5.0,4.0,5.0,5.0,3.0,4.0,3.0,3.0,4.0,5.0,5.0,4.0,7.0,15.0,3.0,6.0,11.0,6.0,3.0,4.0,3.0,5.0,24.0,6.0,3.0,6.0,7.0,11.0
TCGA-A2-A04X,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,16.0,1.0,1.0,2.0,2.0,3.0,2.0,16.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0
TCGA-C8-A130,4.0,5.0,2.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,4.0,2.0,4.0,6.0,5.0,4.0,2.0,4.0,4.0,4.0,6.0,3.0,5.0,5.0,2.0,5.0,7.0,2.0,4.0,4.0,2.0,3.0,4.0,18.0,2.0,3.0,4.0,2.0,3.0,4.0,2.0,4.0,2.0,2.0,1.0,3.0,4.0,4.0
TCGA-AR-A256,2.0,2.0,5.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,5.0,3.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,8.0,2.0,2.0,5.0,2.0,3.0,3.0,2.0,4.0,7.0,3.0,2.0,2.0,4.0,4.0
TCGA-A2-A0EY,3.0,4.0,7.0,3.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0,5.0,3.0,2.0,4.0,38.0,4.0,5.0,2.0,2.0,5.0,5.0,38.0,2.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,3.0,3.0,4.0,5.0,3.0,2.0,5.0,2.0,4.0,2.0,2.0,3.0,3.0,3.0,4.0,2.0,4.0,5.0
TCGA-A8-A092,3.0,3.0,3.0,2.0,4.0,3.0,3.0,5.0,2.0,5.0,2.0,6.0,4.0,3.0,3.0,5.0,3.0,7.0,3.0,5.0,4.0,4.0,5.0,2.0,6.0,6.0,3.0,6.0,4.0,3.0,4.0,4.0,2.0,3.0,5.0,12.0,1.0,2.0,7.0,3.0,3.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,5.0,6.0
TCGA-AQ-A04J,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0
TCGA-AR-A1AY,2.0,2.0,2.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,2.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,3.0,5.0,3.0,2.0,4.0,1.0,2.0,5.0,1.0,1.0,3.0,2.0,2.0,2.0,3.0,4.0
TCGA-BH-A0H0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,2.0,8.0,4.0,4.0,4.0,4.0,2.0,8.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,8.0,2.0,4.0,8.0,2.0,2.0,8.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,8.0
TCGA-A2-A0YG,5.0,5.0,2.0,2.0,10.0,5.0,4.0,3.0,3.0,34.0,5.0,5.0,3.0,4.0,5.0,51.0,3.0,3.0,4.0,4.0,4.0,6.0,51.0,3.0,2.0,2.0,4.0,2.0,4.0,4.0,3.0,3.0,3.0,2.0,5.0,5.0,3.0,3.0,14.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,3.0,5.0,6.0
TCGA-AO-A03L,2.0,2.0,3.0,2.0,5.0,2.0,5.0,2.0,2.0,6.0,2.0,4.0,4.0,4.0,2.0,6.0,2.0,4.0,4.0,4.0,3.0,6.0,6.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,2.0,4.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,4.0,3.0,3.0,2.0,2.0,2.0,4.0,4.0
TCGA-B6-A0RT,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0
TCGA-AR-A2LK,2.0,2.0,2.0,3.0,4.0,2.0,5.0,3.0,2.0,4.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,5.0,5.0,4.0,3.0,3.0,4.0,2.0,4.0,4.0,3.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,4.0,7.0,2.0,3.0,5.0,2.0,2.0,2.0,5.0,2.0,14.0,3.0,2.0,3.0,4.0,7.0
TCGA-A2-A04T,4.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,7.0,4.0,2.0,4.0,7.0,2.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,3.0,8.0,2.0,4.0,7.0,4.0,4.0,4.0,2.0,3.0,4.0,8.0,2.0,5.0,3.0,5.0
TCGA-A2-A3Y0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,6.0,2.0,2.0,3.0,2.0,2.0,3.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0
TCGA-AO-A124,3.0,4.0,3.0,1.0,2.0,4.0,2.0,3.0,2.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,5.0,6.0,3.0,2.0,4.0,7.0,4.0,2.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,4.0,2.0,2.0,3.0,3.0,2.0,2.0,5.0,1.0,4.0,1.0,3.0
TCGA-A7-A13D,4.0,5.0,2.0,2.0,5.0,5.0,2.0,7.0,4.0,3.0,2.0,3.0,3.0,6.0,5.0,6.0,2.0,6.0,5.0,2.0,4.0,4.0,3.0,4.0,6.0,6.0,7.0,2.0,2.0,5.0,6.0,3.0,3.0,2.0,4.0,10.0,1.0,5.0,7.0,2.0,2.0,5.0,3.0,4.0,2.0,2.0,2.0,3.0,4.0,3.0
TCGA-B6-A0X5,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0
TCGA-A8-A094,3.0,4.0,2.0,2.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,7.0,3.0,2.0,4.0,4.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,3.0,3.0,6.0,8.0,6.0,4.0,2.0,3.0,4.0,2.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,8.0,3.0
TCGA-BH-A0BW,1.0,2.0,1.0,1.0,3.0,2.0,1.0,3.0,2.0,3.0,4.0,2.0,1.0,1.0,2.0,3.0,1.0,4.0,1.0,1.0,2.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,3.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,2.0
TCGA-GM-A2DF,7.0,5.0,4.0,3.0,5.0,4.0,2.0,11.0,4.0,3.0,3.0,5.0,3.0,2.0,4.0,3.0,1.0,5.0,6.0,3.0,5.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,12.0,4.0,2.0,4.0,4.0,5.0
TCGA-A2-A0D2,3.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,2.0,1.0
TCGA-EW-A1PH,3.0,3.0,4.0,3.0,4.0,3.0,2.0,15.0,2.0,2.0,3.0,4.0,3.0,2.0,5.0,4.0,3.0,5.0,3.0,2.0,5.0,6.0,4.0,2.0,2.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,2.0,4.0,9.0,1.0,3.0,8.0,3.0,3.0,5.0,3.0,3.0,1.0,2.0,3.0,2.0,4.0,4.0
TCGA-EW-A3U0,2.0,4.0,4.0,4.0,6.0,3.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,4.0,2.0,6.0,4.0,4.0,8.0,8.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,7.0,4.0,4.0,7.0,2.0,6.0,6.0,3.0,3.0,4.0,2.0,3.0,2.0,5.0,2.0,6.0,4.0,2.0
TCGA-EW-A1J5,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,6.0,2.0,10.0,4.0,4.0,4.0,6.0,2.0,10.0,4.0,4.0,4.0,4.0,6.0,4.0,6.0,6.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,2.0,4.0,10.0,6.0,2.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,6.0,10.0
TCGA-EW-A1PB,5.0,6.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,8.0,6.0,2.0,2.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,6.0,3.0,4.0,4.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0
TCGA-A8-A08B,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,3.0,18.0,2.0,6.0,4.0,3.0,3.0,39.0,2.0,6.0,3.0,4.0,4.0,5.0,39.0,3.0,5.0,5.0,3.0,2.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,17.0,3.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0,6.0
TCGA-A7-A0CE,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,1.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,6.0,2.0,3.0,3.0,1.0,3.0,4.0,3.0,2.0,3.0,2.0,6.0
TCGA-BH-A0B3,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,4.0,3.0,3.0,4.0,2.0,2.0,3.0,3.0,3.0,6.0,2.0,3.0,5.0,6.0,3.0,4.0,2.0,2.0,2.0,3.0,6.0,2.0,4.0,2.0,2.0,2.0,3.0,7.0,3.0,3.0,5.0,3.0,3.0,8.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,3.0
TCGA-AO-A0J2,3.0,4.0,4.0,2.0,5.0,2.0,2.0,4.0,3.0,3.0,2.0,7.0,2.0,4.0,4.0,3.0,3.0,5.0,2.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,2.0,3.0,4.0,3.0,6.0
TCGA-A2-A25B,5.0,4.0,2.0,2.0,12.0,5.0,3.0,3.0,3.0,2.0,4.0,7.0,3.0,3.0,4.0,2.0,2.0,8.0,3.0,15.0,2.0,6.0,2.0,3.0,2.0,2.0,5.0,2.0,5.0,2.0,4.0,2.0,4.0,2.0,4.0,6.0,2.0,3.0,6.0,5.0,2.0,4.0,3.0,3.0,2.0,3.0,2.0,3.0,4.0,8.0
TCGA-B6-A0WX,4.0,4.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,4.0,2.0,10.0,2.0,2.0,4.0,4.0,4.0,13.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,4.0,2.0,4.0,8.0,4.0,2.0,2.0,4.0,2.0,4.0,8.0,2.0,4.0,10.0,4.0,3.0,12.0,2.0,4.0,8.0,4.0,3.0,4.0,4.0,10.0
TCGA-A2-A259,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,13.0,2.0,4.0,4.0,13.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0
TCGA-AN-A04D,2.0,2.0,2.0,2.0,3.0,2.0,1.0,2.0,4.0,2.0,1.0,3.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,2.0,3.0,3.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0
TCGA-AR-A0TX,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,13.0,2.0,2.0,2.0,2.0,2.0,25.0,2.0,2.0,2.0,2.0,2.0,2.0,25.0,2.0,1.0,1.0,3.0,1.0,7.0,2.0,2.0,2.0,2.0,2.0,11.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3.0,10.0,2.0,2.0,1.0,3.0,2.0
TCGA-B6-A0I1,4.0,4.0,4.0,4.0,4.0,4.0,2.0,6.0,6.0,7.0,4.0,6.0,2.0,6.0,4.0,8.0,4.0,9.0,2.0,2.0,2.0,4.0,8.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,6.0,40.0,2.0,10.0,17.0,4.0,4.0,4.0,4.0,4.0,12.0,4.0,4.0,2.0,6.0,8.0
TCGA-A7-A26G,1.0,2.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,3.0,1.0,1.0,3.0,3.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,3.0,5.0,1.0,2.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,5.0,2.0,3.0,3.0
TCGA-A2-A0D0,5.0,2.0,2.0,2.0,2.0,3.0,1.0,3.0,4.0,2.0,3.0,4.0,2.0,2.0,3.0,2.0,5.0,7.0,2.0,2.0,2.0,5.0,2.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,5.0,8.0,2.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,5.0,2.0
TCGA-A2-A3KC,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,2.0,12.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,4.0,4.0,8.0,2.0,2.0,32.0,4.0,4.0,4.0,4.0,2.0,4.0,6.0,16.0
TCGA-A8-A075,2.0,4.0,2.0,2.0,3.0,4.0,3.0,4.0,2.0,2.0,2.0,6.0,4.0,3.0,4.0,2.0,4.0,6.0,3.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,2.0,3.0,4.0,3.0,2.0,4.0,9.0,2.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,4.0,4.0,4.0,7.0
TCGA-A8-A08S,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,9.0,1.0,2.0,2.0,2.0,1.0,12.0,3.0,2.0,2.0,3.0,3.0,2.0,18.0,1.0,4.0,4.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,2.0
TCGA-AO-A0J6,3.0,3.0,3.0,2.0,3.0,3.0,1.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,3.0,2.0,1.0,3.0,2.0,1.0,2.0,3.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,4.0,6.0,2.0,1.0,3.0,2.0,2.0
TCGA-AO-A0J4,3.0,3.0,2.0,3.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,5.0,2.0,2.0,3.0,2.0,3.0,6.0,2.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,2.0,4.0,2.0,3.0,3.0,3.0,11.0,1.0,2.0,6.0,2.0,2.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,3.0,3.0
TCGA-C8-A12Q,3.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,33.0,1.0,2.0,2.0,2.0,3.0,3.0,33.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,2.0,2.0,2.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,5.0
TCGA-EW-A1PC,3.0,3.0,6.0,3.0,7.0,3.0,4.0,78.0,3.0,6.0,3.0,6.0,4.0,4.0,3.0,6.0,3.0,7.0,4.0,10.0,3.0,9.0,6.0,3.0,6.0,6.0,3.0,6.0,3.0,6.0,3.0,4.0,3.0,3.0,6.0,5.0,4.0,3.0,6.0,3.0,3.0,5.0,4.0,4.0,7.0,3.0,3.0,3.0,6.0,7.0
TCGA-E2-A15K,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,4.0
TCGA-A2-A0D4,3.0,3.0,4.0,4.0,4.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,2.0,4.0,3.0,4.0,3.0,5.0,4.0,6.0,3.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,4.0,13.0,2.0,2.0,5.0,2.0,2.0,4.0,4.0,4.0,5.0,4.0,2.0,2.0,4.0,5.0
TCGA-A8-A09X,4.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,6.0,2.0,6.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,4.0,2.0,3.0,2.0,3.0,4.0
TCGA-A8-A08L,4.0,3.0,4.0,4.0,6.0,3.0,2.0,4.0,4.0,4.0,4.0,8.0,3.0,4.0,4.0,4.0,6.0,8.0,2.0,4.0,4.0,7.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,4.0,2.0,3.0,4.0,4.0,4.0,7.0,2.0,2.0,6.0,4.0,2.0,4.0,2.0,6.0,4.0,4.0,2.0,2.0,4.0,4.0
TCGA-AR-A24Z,3.0,3.0,2.0,4.0,4.0,3.0,2.0,4.0,5.0,4.0,3.0,6.0,3.0,2.0,3.0,4.0,5.0,3.0,3.0,3.0,2.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,3.0,2.0,4.0,5.0,1.0,4.0,6.0,3.0,1.0,4.0,2.0,3.0,2.0,4.0,3.0,4.0,4.0,8.0
TCGA-AN-A0AT,2.0,4.0,2.0,4.0,4.0,6.0,2.0,4.0,5.0,3.0,4.0,3.0,2.0,2.0,4.0,3.0,6.0,6.0,2.0,4.0,6.0,4.0,3.0,5.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,2.0,6.0,4.0,4.0,2.0,4.0,2.0,4.0,4.0,6.0,2.0,6.0,4.0,8.0
TCGA-A8-A07I,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,3.0,2.0,2.0,1.0,20.0,2.0,3.0,2.0,2.0,3.0,2.0,20.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,10.0
TCGA-A1-A0SM,2.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,3.0,28.0,1.0,4.0,2.0,2.0,2.0,28.0,2.0,4.0,2.0,2.0,2.0,2.0,28.0,3.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,4.0
TCGA-A2-A0D1,4.0,2.0,4.0,4.0,3.0,2.0,3.0,2.0,4.0,22.0,3.0,4.0,4.0,3.0,77.0,32.0,4.0,4.0,3.0,4.0,4.0,4.0,32.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,10.0,2.0,2.0,4.0,7.0,4.0,4.0,3.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0
TCGA-A2-A04P,4.0,2.0,4.0,2.0,7.0,4.0,2.0,5.0,4.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0,9.0,5.0,3.0,2.0,5.0,4.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,4.0,5.0,1.0,4.0,3.0,2.0,4.0,1.0,3.0,4.0,4.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,4.0
TCGA-AO-A03N,4.0,5.0,3.0,2.0,3.0,5.0,3.0,3.0,2.0,2.0,2.0,5.0,1.0,3.0,5.0,2.0,3.0,5.0,3.0,6.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,3.0,1.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,9.0,3.0,4.0,3.0,3.0,3.0,2.0,3.0,2.0,5.0,5.0
TCGA-E2-A15E,4.0,4.0,2.0,3.0,4.0,4.0,4.0,4.0,3.0,10.0,2.0,4.0,3.0,4.0,4.0,10.0,2.0,4.0,4.0,4.0,3.0,4.0,10.0,3.0,6.0,6.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,2.0,5.0,8.0,1.0,3.0,4.0,2.0,3.0,3.0,4.0,3.0,7.0,3.0,3.0,3.0,5.0,4.0
TCGA-E2-A14P,4.0,6.0,4.0,4.0,4.0,4.0,4.0,4.0,8.0,54.0,12.0,4.0,4.0,4.0,9.0,58.0,4.0,8.0,4.0,12.0,4.0,8.0,58.0,8.0,2.0,2.0,4.0,2.0,4.0,8.0,4.0,4.0,6.0,4.0,8.0,6.0,2.0,6.0,4.0,4.0,4.0,4.0,4.0,10.0,10.0,4.0,4.0,6.0,17.0,4.0
TCGA-AN-A0G0,4.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,3.0,3.0,3.0,6.0,3.0,2.0,4.0,3.0,3.0,7.0,2.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,1.0,3.0,5.0,3.0,6.0,3.0,4.0,6.0,3.0,5.0,3.0,2.0,3.0,3.0,4.0,5.0,4.0,3.0,6.0
TCGA-AO-A12H,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
TCGA-E2-A152,4.0,4.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,4.0,4.0,94.0,3.0,4.0,4.0,4.0,3.0,3.0,94.0,3.0,2.0,2.0,4.0,2.0,4.0,2.0,4.0,3.0,3.0,9.0,4.0,4.0,3.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,4.0,4.0
